name,keyword,max_price,min_price
服,服,200000,0
メンズ,メンズ,200000,0
レディース,レディース,200000,0
ナイキ,ナイキ,200000,0
NIKE,NIKE,200000,0
アディダス,アディダス,200000,0
ユニクロ,ユニクロ,200000,0
GU,GU,200000,0
ポケモンカード,ポケモンカード,200000,0
ワンピースカード,ワンピースカード,200000,0
遊戯王,遊戯王,200000,0
iPhone,iPhone,200000,0
AirPods,AirPods,200000,0
Apple Watch,Apple Watch,200000,0
PS5,PS5,200000,0
Nintendo Switch,Nintendo Switch,200000,0
ゴルフ,ゴルフ,200000,0
テーラーメイド,テーラーメイド,200000,0
キャロウェイ,キャロウェイ,200000,0
Ping,Ping,200000,0
